,Country,NumericValue,Low,High,Year
858,BLR,28.0,21.0,36.0,2021
859,BLZ,27.0,23.0,31.0,2021
860,BOL,106.0,68.0,152.0,2021
861,BRA,48.0,41.0,56.0,2021
862,BRB,0.41,0.35,0.47,2021
863,BRN,60.0,51.0,69.0,2021
864,BTN,164.0,126.0,208.0,2021
865,BWA,240.0,147.0,305.0,2021
866,CAF,540.0,349.0,771.0,2021
867,CAN,5.7,4.9,6.6,2021
868,CHE,4.7,4.0,5.4,2021
869,CHL,16.0,13.0,18.0,2021
870,CHN,55.0,47.0,63.0,2021
871,CIV,128.0,80.0,187.0,2021
872,CMR,164.0,102.0,240.0,2021
873,COD,318.0,206.0,455.0,2021
874,COG,370.0,231.0,542.0,2021
875,COK,0.0,0.0,0.0,2021
876,COL,41.0,30.0,53.0,2021
877,COM,35.0,23.0,50.0,2021
878,CPV,44.0,34.0,56.0,2021
879,CRI,10.0,7.6,13.0,2021
880,CUB,6.5,5.5,7.6,2021
881,CYP,4.2,3.6,4.8,2021
882,CZE,3.8,3.3,4.4,2021
883,DEU,5.0,4.5,5.5,2021
884,DJI,201.0,154.0,254.0,2021
885,DMA,16.0,14.0,19.0,2021
886,DNK,3.8,3.2,4.3,2021
887,DOM,42.0,32.0,54.0,2021
888,DZA,54.0,40.0,70.0,2021
889,ECU,46.0,35.0,59.0,2021
890,EGY,10.0,9.0,12.0,2021
891,EMR,116.0,90.0,145.0,2021
892,ERI,74.0,31.0,136.0,2021
893,ESP,8.1,6.9,9.4,2021
894,EST,9.2,7.9,11.0,2021
895,ETH,119.0,80.0,166.0,2021
896,EUR,25.0,21.0,29.0,2021
897,FIN,3.5,3.0,4.1,2021
898,FJI,66.0,51.0,84.0,2021
899,FRA,7.4,6.5,8.4,2021
900,FSM,81.0,62.0,102.0,2021
901,GAB,513.0,326.0,741.0,2021
902,GBR,8.0,7.2,8.8,2021
903,GEO,64.0,52.0,77.0,2021
904,GHA,136.0,63.0,237.0,2021
905,GIN,175.0,112.0,253.0,2021
906,GLOBAL,131.0,123.0,140.0,2021
907,GMB,149.0,109.0,196.0,2021
908,GNB,361.0,234.0,516.0,2021
909,GNQ,275.0,175.0,396.0,2021
910,GRC,2.1,1.8,2.4,2021
911,GRD,3.1,2.6,3.7,2021
912,GTM,26.0,20.0,33.0,2021
913,GUY,63.0,49.0,80.0,2021
914,HKG,57.0,49.0,66.0,2021
915,HND,31.0,24.0,39.0,2021
916,HRV,4.5,3.9,5.2,2021
917,HTI,159.0,119.0,204.0,2021
918,HUN,3.7,3.2,4.3,2021
919,IDN,342.0,309.0,373.0,2021
920,IND,200.0,173.0,228.0,2021
921,IRL,4.8,4.1,5.5,2021
922,IRN,12.0,8.8,15.0,2021
923,IRQ,24.0,21.0,28.0,2021
924,ISL,2.2,1.8,2.5,2021
925,ISR,2.7,2.3,3.2,2021
926,ITA,4.6,3.9,5.3,2021
927,JAM,3.2,2.4,4.0,2021
928,JOR,4.2,3.1,5.5,2021
929,JPN,11.0,9.0,12.0,2021
930,KAZ,71.0,45.0,109.0,2021
931,KEN,253.0,152.0,377.0,2021
932,KGZ,111.0,91.0,130.0,2021
933,KHM,285.0,183.0,411.0,2021
934,KIR,321.0,246.0,406.0,2021
935,KNA,0.0,0.0,0.0,2021
936,KOR,44.0,41.0,47.0,2021
937,KWT,19.0,17.0,22.0,2021
938,LAO,143.0,91.0,208.0,2021
939,LBN,9.5,8.1,11.0,2021
940,LBR,308.0,197.0,444.0,2021
941,LBY,59.0,36.0,87.0,2021
942,LCA,2.6,2.2,3.0,2021
943,LKA,63.0,46.0,83.0,2021
944,LSO,636.0,365.0,932.0,2021
945,LTU,26.0,22.0,30.0,2021
946,LUX,6.1,5.2,7.1,2021
947,LVA,16.0,13.0,18.0,2021
948,MAC,56.0,48.0,65.0,2021
949,MAR,94.0,80.0,110.0,2021
950,MCO,0.0,0.0,0.0,2021
951,MDA,77.0,65.0,90.0,2021
952,MDG,233.0,149.0,336.0,2021
953,MDV,38.0,29.0,48.0,2021
954,MEX,25.0,19.0,32.0,2021
955,MHL,357.0,273.0,451.0,2021
956,MKD,11.0,8.4,14.0,2021
957,MLI,50.0,32.0,72.0,2021
958,MLT,12.0,10.0,14.0,2021
959,MMR,362.0,229.0,509.0,2021
960,MNE,14.0,13.0,17.0,2021
961,MNG,428.0,226.0,702.0,2021
962,MOZ,361.0,220.0,537.0,2021
963,MRT,81.0,51.0,119.0,2021
964,MUS,12.0,9.2,16.0,2021
965,MWI,132.0,67.0,218.0,2021
966,MYS,97.0,81.0,114.0,2021
967,NAM,461.0,263.0,623.0,2021
968,NER,79.0,50.0,115.0,2021
969,NGA,219.0,143.0,311.0,2021
970,NIC,43.0,33.0,55.0,2021
971,NIU,48.0,31.0,68.0,2021
972,NLD,4.4,3.7,5.0,2021
973,NOR,3.0,2.5,3.4,2021
974,NPL,230.0,132.0,352.0,2021
975,NRU,206.0,176.0,238.0,2021
976,NZL,6.8,5.8,7.9,2021
977,OMN,5.9,5.1,6.8,2021
978,PAK,273.0,187.0,363.0,2021
979,PAN,42.0,32.0,53.0,2021
980,PER,130.0,97.0,169.0,2021
981,PHL,583.0,321.0,940.0,2021
982,PLW,52.0,44.0,60.0,2021
983,PNG,432.0,348.0,525.0,2021
984,POL,10.0,8.9,12.0,2021
985,PRI,0.6,0.51,0.69,2021
986,PRK,513.0,441.0,590.0,2021
987,PRT,16.0,14.0,19.0,2021
988,PRY,46.0,39.0,53.0,2021
989,PSE,0.6,0.46,0.76,2021
990,QAT,40.0,34.0,46.0,2021
991,ROU,45.0,39.0,52.0,2021
992,RUS,47.0,30.0,69.0,2021
993,RWA,56.0,42.0,72.0,2021
994,SAU,9.0,8.2,10.0,2021
995,SDN,58.0,38.0,82.0,2021
996,SEAR,226.0,206.0,247.0,2021
997,SEN,113.0,79.0,153.0,2021
998,SGP,51.0,44.0,59.0,2021
999,SLB,61.0,46.0,77.0,2021
1000,SLE,289.0,182.0,419.0,2021
1001,SLV,39.0,30.0,49.0,2021
1002,SMR,0.0,0.0,0.0,2021
1003,SOM,250.0,158.0,362.0,2021
1004,SRB,14.0,12.0,17.0,2021
1005,SSD,227.0,145.0,327.0,2021
1006,STP,114.0,43.0,218.0,2021
1007,SUR,29.0,22.0,36.0,2021
1008,SVK,2.8,2.4,3.3,2021
1009,SVN,4.3,3.7,5.0,2021
1010,SWE,3.8,3.2,4.4,2021
1011,SWZ,344.0,172.0,508.0,2021
1012,SYC,10.0,8.8,12.0,2021
1013,SYR,18.0,13.0,23.0,2021
1014,TCD,140.0,89.0,203.0,2021
1015,TGO,33.0,26.0,41.0,2021
1016,THA,141.0,106.0,187.0,2021
1017,TJK,80.0,62.0,101.0,2021
1018,TKM,47.0,36.0,60.0,2021
1019,TLS,498.0,322.0,711.0,2021
1020,TON,7.6,6.5,8.8,2021
1021,TTO,13.0,11.0,15.0,2021
1022,TUN,36.0,28.0,46.0,2021
1023,TUR,14.0,11.0,18.0,2021
1024,TUV,296.0,253.0,342.0,2021
1025,TZA,208.0,93.0,370.0,2021
1026,UGA,199.0,119.0,298.0,2021
1027,UKR,85.0,55.0,119.0,2021
1028,URY,32.0,28.0,37.0,2021
1029,USA,2.6,2.2,3.0,2021
1030,UZB,62.0,42.0,86.0,2021
1031,VCT,8.7,7.7,9.7,2021
1032,VEN,45.0,35.0,58.0,2021
1033,VNM,169.0,107.0,238.0,2021
1034,VUT,41.0,31.0,53.0,2021
1035,WB_HI,13.0,11.0,15.0,2021
1036,WB_LI,180.0,158.0,204.0,2021
1037,WB_LMI,212.0,191.0,233.0,2021
1038,WB_UMI,92.0,85.0,99.0,2021
1039,WPR,93.0,75.0,114.0,2021
1040,WSM,7.0,6.0,8.1,2021
1041,YEM,48.0,41.0,55.0,2021
1042,ZAF,513.0,348.0,709.0,2021
1043,ZMB,307.0,195.0,443.0,2021
1044,ZWE,199.0,134.0,262.0,2021
