,Disease,Herb
3325,Ulcer,Glochidion eriocarpum
3326,Ulcer,Atropa belladonna
3327,Ulcer,Flos Mume
3328,Ulcer,Heliotropium indicum
3329,Ulcer,Apis mellifera ligustica
3330,Ulcer,Exodermis Poria
3331,Ulcer,Pistacia chinensis
3332,Ulcer,Carassius auratus
3333,Ulcer,Excoecaria agallocha
3334,Ulcer,Radix Sophorae Tonkinensis
3335,Ulcer,Cassia sophera
3336,Ulcer,Anaphalis margaritacea
3337,Ulcer,Caesalpinia decapetala
3338,Ulcer,Adiantum caudatum
3339,Ulcer,Scolopendra subspinipes mutilans
3340,Ulcer,Dioscorea alata
3341,Ulcer,Radix Astragali seu Hedysari Praeparata
3342,Ulcer,Tacca chantrieri
3343,Ulcer,Radix Angelicae sinensis
3344,Ulcer,Bryophyllum pinnatum
3345,Ulcer,Stichopus japonicus
3346,Ulcer,Borneolum syntheticum
3347,Ulcer,Symplocos caudata
3348,Ulcer,Helicteres isora
3349,Ulcer,Calomelas
3350,Ulcer,Dryopteris championii
3351,Ulcer,Emilia sonchifolia
3352,Ulcer,Gypsum Fibrosum Preparata
3353,Ulcer,Gnetum parvifolium [Syn. Gnetum indicum ]
3354,Ulcer,Folium Callicarpae Nudiflorae
3355,Ulcer,Ustilago maydis
3356,Ulcer,Ceriops tagal [Syn. Rhizophora tagal]
3357,Ulcer,
3358,Ulcer,Garcinia cowa
3359,Ulcer,Corydalis mucronifera
3360,Ulcer,Garcinia hanburyi
3361,Renal Colic,Atropa belladonna
3362,Cholangitis,
3363,Globus Hystericus,Prunus mume
3364,Globus Hystericus,Chimonanthus fragrans [Syn. Chimonanthus praecox]
3365,Globus Hystericus,Poncirus trifoliata
3366,Globus Hystericus,Flos Mume
3367,Urinary Incontinence,Lentinus edodes
3368,Urinary Incontinence,Medicinal Indianmulberry
3369,Chronic cough,"Bufo bufo gargarizans, Bufo melanostictus"
3370,Chronic cough,Physalis minima
3371,Chronic cough,Sabia schumanniana
3372,Chronic cough,Radix Glehniae
3373,Chronic cough,Fructus Terminaliae Preparata
3374,Chronic cough,Euphorbia ebracteolata
3375,Chronic cough,Pumex
3376,Lobar Pneumonia,Senecio scandens [Syn. Senecio chinensis]
3377,Trachoma,Phellodendron amurense;Cortex Phellodendri
3378,Prostatitis,Michelia alba
3379,Splenomegaly,Carapax Trionycis
3380,Splenomegaly,Averrhoa carambola
3381,Splenomegaly,Carapax Trionycis Preparata
3382,Chronic glomerulonephritis,Radix Astragali
3383,Hematuria,Euphorbia hirta
3384,Hematuria,Salvia plebeia
3385,Hematuria,Rehmannia glutinosa [Syn. Rehmannia glutinosa f. huechingensis]
3386,Hematuria,Mallotus japonicus
3387,Hematuria,Panax pseudo - ginseng var. japonicus
3388,Hematuria,Herba Pteridis multifidae
3389,Hematuria,Rhus verniciflua [Syn. Toxicadendron verniciflum ]
3390,Hematuria,Uncaria gambir
3391,Hematuria,Matteuccia struthiopteris
3392,Hematuria,Galium aparine
3393,Hematuria,Petiolus Trachycarpi
3394,Hematuria,Radix Arnebiae seu Lithospermi
3395,Hematuria,Carduus crispus
3396,Hematuria,Ipomoea aquatica
3397,Hematuria,Sophora japonica
3398,Hematuria,Radix Sanguisorbae
3399,Hematuria,Panax japonicus var. bipinnatifidus
3400,Hematuria,Dioscorea cirrhosa [Syn. Dioscorea pogonoides]
3401,Hematuria,herba centellae
3402,Hematuria,Mimosa pudica
3403,Hematuria,Pteris cretica var. nervosa [Syn. Pteris nervosa ]
3404,Hematuria,herba ecliptae
3405,Hematuria,Fructus Gardeniae
3406,Hematuria,Semen Pharbitidis
3407,Hematuria,Panax japonicus var. major
3408,Hematuria,Lespedeza bicolor
3409,Hematuria,Oxalis corniculata [Syn. Oxalis repens]
3410,Hematuria,Plantago asiatica
3411,Hematuria,Marsilea quadrifolia
3412,Hematuria,Stenoloma chusanum
3413,Hematuria,Nandina domestica
3414,Hematuria,Polygonum amphibium
3415,Hematuria,Alternanthera philoxeroides
3416,Hematuria,Herba Euphorbiae humifusae
3417,Hematuria,Trachycarpus fortunei
3418,Hematuria,Receptaculum Nelumbinis
3419,Hematuria,Herba Capsellae
3420,Hematuria,Fructus Mume
3421,Hematuria,nodus nelumbinis rhizomatis
3422,Hematuria,Huperzia serrata [Syn. Lycopodium serratum ]
3423,Hematuria,Radix Cyathulae
3424,Hematuria,Allium tuberosum
3425,Hematuria,Agrimonia pilosa
3426,Hematuria,Bombyx mori
3427,Hematuria,Onychium japonicum [Syn. Tricomanes japonicum]
3428,Hematuria,Ericerus pela
3429,Hematuria,Succus Rhizoma Lotus
3430,Hematuria,Lactuca sativa
3431,Hematuria,Farfugium japonicum
3432,Hematuria,Equisetum sylvaticum
3433,Hematuria,Alchornea trewioides
3434,Hematuria,Lepisorus thunbergianus
3435,Hematuria,Herba Selaginellae
3436,Hematuria,Sedum kamtschaticum
3437,Hematuria,Wedelia chinensis
3438,Hematuria,Herba Cirsii;Herba Cirsii segeti
3439,Hematuria,
3440,Hematuria,Lemmaphyllum microphyllum
3441,Hematuria,pollen typhae
3442,Hematuria,Cacumen et Folium Biotae
3443,Hematuria,Cordyline strcta
3444,Hematuria,Herba Clinopodii
3445,Hematuria,Sophora viciifolia
3446,Hematuria,Vicia faba
3447,Hematuria,Boehmeria platanifolia [Syn. Boehmeria tricuspis]
3448,Hematuria,Hypericum ascyron
3449,Hematuria,Lemmaphyllum microphyllum var. obovatum
3450,Hematuria,Aristolochia moupinensis
3451,Hematuria,Cirsium japonicum
3452,Hemiplegia,Siegesbeckia orientalis
3453,Hemiplegia,Rhizoma Corydalis Decumbentis
3454,Hemiplegia,Bauhinia championii
3455,Hemiplegia,Aconitum kusnezoffii
3456,Hemiplegia,Semen Strychni
3457,Hemiplegia,Folium Clerodentri trichotomi
3458,Hemiplegia,Strychnos angustiflora
3459,Hemiplegia,Actinidia polygama
3460,Hemiplegia,Caragana sinica
3461,Hemiplegia,Alectoria vivens
3462,Hemiplegia,Formica fusca
3463,Hemiplegia,Lactarius vellereus
3464,Hemiplegia,Bungarus Parvus
3465,Hemiplegia,Lagopsis supina
3466,Hemiplegia,Rhizoma Arisaematis
3467,Hemiplegia,Euonymus fortunei
3468,Hemiplegia,Gastrodia elata
3469,Hemiplegia,Tripterygium hypoglaucum
3470,Hemiplegia,Caulis Erycibes
3471,Hemiplegia,Gloriosa superba
3472,Hemiplegia,Semen Strychni;Strychnos dolichothyrsa;Semen Cumini Cymni;Strychnos mittschelichii
3473,Hemiplegia,Bos taurus domesticus
3474,Hemiplegia,Pteris vittata
3475,Hemiplegia,Rhizoma Arisaematis Praeparata
3476,Hemiplegia,Lamium amplexicaule
3477,Hemiplegia,Buthus martensi
3478,Hemiplegia,Penaeus orientalis
3479,Hemiplegia,Ilex pubescens
3480,Hemiplegia,Agkistrodon
3481,Hemiplegia,Zaocys
3482,Hemiplegia,Craibiodendron yunnanese
3483,Hemiplegia,Aconitum carmichaeli
3484,Hemiplegia,Sassafras tzumu
3485,Hemiplegia,Pheretima aspergillum
3486,Hemiplegia,Rabdosia yuennanensis
3487,Coronary Heart Disease,Folium Llicis Chinensis
3488,Coronary Heart Disease,Armillaria mellea
3489,Coronary Heart Disease,Ganoderma Lucidum seu Japonicum
3490,Coronary Heart Disease,
3491,Coronary Heart Disease,Lignum Santaii Albi
3492,Coronary Heart Disease,Folium Pini
3493,Coronary Heart Disease,Ginkgo biloba
3494,Coronary Heart Disease,Olea europaea
3495,Deafness,Radix Puerariae
3496,Deafness,Gentiana scabra var. buesgeri
3497,Deafness,Acorus calamus
3498,Deafness,Semen Sesami Nigrum
3499,Deafness,"Cervus nippon , Cervus elaphus"
3500,Deafness,Anemone altaica
3501,Deafness,Rhizoma Acori Talarinowii
3502,Deafness,Swertia punicea
3503,Deafness,Abutilon indicum
3504,Deafness,Buthus martensi
3505,Deafness,Radix Rehmanniae Preparata
3506,Deafness,Anser cygnoides domestica
3507,Deafness,Dryobalanops aromatica
3508,Deafness,Rhizoma Dryriae
3509,Dysuria,Marsdenia tenacissima
3510,Dysuria,Marsilea quadrifolia
3511,Dysuria,Plantago asiatica
3512,Dysuria,Pachyrrhizus erosus
3513,Dysuria,Broussonetia papyrifera
3514,Dysuria,Amaranthus lividus
3515,Dysuria,Iris lactea var. chinensis [Syn. Iris pallasii var. chinensis]
3516,Dysuria,Zanthoxylum ailanthoides
3517,Dysuria,Polygonum hydropiper
3518,Dysuria,Exocarpium Benincasae
3519,Dysuria,Spora Lygodii
3520,Dysuria,Medulla Tetrapacis
3521,Dysuria,Parasilurus asotus
3522,Dysuria,Flos Dolichoris
3523,Hypercholesterolemia,Apium graveolens
3524,Hypercholesterolemia,Ginkgo biloba
3525,Hypercholesterolemia,Radix et Rhizoma Rhei
3526,Hypercholesterolemia,Radix et Rhizoma Rhei Praeparata
3527,Dyspnea,Gecko
3528,Dyspnea,Haematitum
3529,Dyspnea,Lapis chloriti
3530,Dyspnea,Lycium chinense
3531,Dyspnea,Fructus Perillae
3532,Dyspnea,Herba Crotalariae
3533,Dyspnea,Magnetitum
3534,Dyspnea,FructusGleditsia;Fructus Gleditsiae Abnormalis
3535,Dyspnea,Magnetitum Preparata
3536,Dyspnea,Herba Inulae
3537,Dyspnea,Lapis Chloriti
3538,Dyspnea,Lapis Micae Aureus
3539,Dyspnea,Herba Sophorae Alopecuroidis
3540,Dyspnea,Radix Euphorbiae Pekinensis
3541,Gingival Bleeding,Herba Clinopodii
3542,Skin Ulcer,Radix Astragali seu Hedysari Praeparata
3543,Skin Ulcer,Calamina
3544,Skin Ulcer,Margarita
3545,Alopecia,Psoralea corylifolia
3546,Alopecia,Daucus carota
3547,Alopecia,Rhizoma Dryriae
3548,Cancer,Maytenus chuchuhuasca
3549,Cancer,Hericium erinaceus
3550,Cancer,Dregea volubilis
3551,Cancer,Arsenicum
3552,Cancer,Indigo turalis
3553,Cancer,Rhizoma Coptidis
3554,Cancer,Pedicellus Melo
3555,Retching,Callicarpa formosana
3556,Retching,radix Peucedani
3557,Retching,Foeniculum vulgare
3558,Retching,Gallus gallus domesticus
3559,Retching,Panicum miliaceum
3560,Retching,Carum carvi
3561,Retching,Citrus tangemna
3562,Retching,
3563,Retching,Flos Caryophylli
3564,Retching,Dendrobium nobile
3565,Retching,Lignum Aquilariae Resitum
3566,Retching,Anethum graveolens
3567,Retching,Radix Scutellariae
3568,Retching,Fructus Aurantii
3569,Retching,Tulipa gesneriana
3570,Retching,Caesalpinia minax
3571,Photophobia,Flos Buddlejae
3572,Photophobia,Nux Prinsepiae
3573,Photophobia,Flos Eriocauli
3574,Photophobia,Cassia obtusifolia
3575,Acute hepatitis,
3576,Acute hepatitis,Acanthus ilicifolius
3577,Acute hepatitis,Rabdosia nervosa
3578,Acute hepatitis,Berberis amurensis
3579,Acute hepatitis,Rumex crispus
3580,Hemolytic disorder,Herba Gnaphalii Affinis
3581,Headache,Celastrus orbiculatus [Syn. Celastrus articulatus ]
3582,Headache,Spica Prunellae
3583,Headache,Aconitum kusnezoffii
3584,Headache,Seseli meirei
3585,Headache,Rauvolfia yunnanensis
3586,Headache,Herba Schizonepetae
3587,Headache,Papaver nudicaule var. chinense
3588,Headache,Radix Paeoniae Alba
3589,Headache,Cassia occidentalis
3590,Headache,Alhagi pseudalhagi
3591,Headache,Semen Sojae
3592,Headache,Glycine max
3593,Headache,Gentiana scabra var. buesgeri
3594,Headache,Flos Gomphree
3595,Headache,Mosla scabra [Syn. Mosla punctata]
3596,Headache,Agastache rugosus
3597,Headache,Leucas aspera
3598,Headache,Flos Chrysanthemi Indici
3599,Headache,Angelica taiwaniana
3600,Headache,Hydrangea chinensis
3601,Headache,Flos Eriocauli
3602,Headache,Spiraea japonica var. fortunei
3603,Headache,Ligustrum robustum
3604,Headache,Helicteres angustifolia
3605,Headache,Folium Aconiti Kusnezoffii
3606,Headache,Jasminum sambac
3607,Headache,Mosla chinensis [Syn. Orthodon chinensis ]
3608,Headache,Allium schoenoprasum
3609,Headache,Nepeta cataria
3610,Headache,Rhizoma Cimicifugae
3611,Headache,Rauvolfia verticillata
3612,Headache,Angelica anomala
3613,Headache,Dioscorea althaeoides
3614,Headache,Cyrtomium fortunei
3615,Headache,Solanum khasianum
3616,Headache,Spinacia oleracea
3617,Headache,Radix Isatidis seu Baphicacanthi
3618,Headache,Acanthopanax trifoliatus
3619,Headache,Dennstaedtia scabra [Syn. Dicksonia scabra]
3620,Headache,Aconitum carmichaeli
3621,Headache,Hedychium coronarium
3622,Headache,herba Menthae;Mentha haplocalyx Briq
3623,Headache,Apium graveolens
3624,Headache,Fructus Viticis
3625,Headache,Arctium lappa
3626,Headache,Polygonum thunbergii
3627,Headache,Scabiosa comosa
3628,Headache,Heracleum scabridum
3629,Headache,Cleome viscosa
3630,Headache,Fructus Tribuli
3631,Headache,Radix et Rhizoma Notopterygii
3632,Headache,Radix Ilicis Asprellae
3633,Headache,Armillariella mellea
3634,Headache,Rabdosia rubescens
3635,Headache,Teucrium bidentatum
3636,Headache,Zanthoxylum planispinum
3637,Headache,Herba Elsholtziae;Haichow Elsholtzia;Mosla chinensis
3638,Headache,Carduus crispus
3639,Headache,Cassia obtusifolia
3640,Headache,Erigeron breviscapus
3641,Headache,Asarum maximum
3642,Headache,Lysimachia foenum-graecum
3643,Headache,Achillea alpina [Syn. Achillea sibirica ]
3644,Headache,flos puerariae lobatae
3645,Headache,Lychnis fulgens
3646,Headache,Bubalus bubalis
3647,Headache,Mosla dianthera
3648,Headache,Plagiogyria stenoptera
3649,Headache,Mentha piperita
3650,Headache,Gastrodia elata
3651,Headache,Evodia meliifolia
3652,Headache,Blechnum orientale
3653,Headache,Eupatorium japonicum
3654,Headache,Physochlaina physaloides
3655,Headache,Rumex hastatus
3656,Headache,Fructus Leonuri
3657,Headache,Photinia serrulata
